frame.number,frame.time_epoch,eth.src,eth.dst,ip.ttl,ip.src,udp.srcport,ip.dst,udp.dstport,data
327, 1473412043.362439000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 81 Price: 1539
328, 1473412043.421358000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 81 Price: 1539
329, 1473412043.460041000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 81 Price: 1539
330, 1473412044.249248000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 82 Price: 1672
331, 1473412044.415143000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 82 Price: 1672
332, 1473412044.443621000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 82 Price: 1672
333, 1473412044.567618000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 82 Price: 1672
334, 1473412045.340191000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 83 Price: 1675
335, 1473412045.436521000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 83 Price: 1675
336, 1473412045.505488000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 83 Price: 1675
337, 1473412045.594527000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 83 Price: 1675
338, 1473412046.304713000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 84 Price: 1520
339, 1473412046.417038000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 84 Price: 1520
340, 1473412046.420659000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 84 Price: 1520
341, 1473412046.425900000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 84 Price: 1520
342, 1473412047.258963000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 85 Price: 1608
343, 1473412047.277532000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 85 Price: 1608
344, 1473412047.333805000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 85 Price: 1608
345, 1473412047.581524000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 85 Price: 1608
346, 1473412048.312670000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 86 Price: 1535
347, 1473412048.408797000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 86 Price: 1535
348, 1473412048.428944000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 86 Price: 1535
349, 1473412048.527681000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 86 Price: 1535
350, 1473412049.248361000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 87 Price: 1604
351, 1473412049.490948000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 87 Price: 1604
352, 1473412049.536410000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 87 Price: 1604
353, 1473412049.548444000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 87 Price: 1604
354, 1473412050.126793000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 88 Price: 1622
355, 1473412050.475353000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 88 Price: 1622
356, 1473412050.567324000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 88 Price: 1622
357, 1473412050.587415000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 88 Price: 1622
358, 1473412051.135577000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 89 Price: 1613
359, 1473412051.475304000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 89 Price: 1613
360, 1473412051.562992000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 89 Price: 1613
361, 1473412051.600990000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 89 Price: 1613
362, 1473412052.211619000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 90 Price: 1698
363, 1473412052.387518000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 90 Price: 1698
364, 1473412052.446035000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 90 Price: 1698
365, 1473412052.500670000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 90 Price: 1698
366, 1473412053.351787000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 91 Price: 1665
367, 1473412053.429188000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 91 Price: 1665
368, 1473412053.511034000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 91 Price: 1665
369, 1473412053.546462000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 91 Price: 1665
370, 1473412054.120111000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 92 Price: 1537
371, 1473412054.436879000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 92 Price: 1537
372, 1473412054.499257000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 92 Price: 1537
373, 1473412054.519061000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 92 Price: 1537
374, 1473412055.266353000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 93 Price: 1647
375, 1473412055.399391000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 93 Price: 1647
376, 1473412055.451875000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 93 Price: 1647
377, 1473412055.544730000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 93 Price: 1647
378, 1473412056.282100000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 94 Price: 1566
379, 1473412056.490040000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 94 Price: 1566
380, 1473412056.515701000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 94 Price: 1566
381, 1473412056.518192000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 94 Price: 1566
382, 1473412057.413144000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 95 Price: 1571
383, 1473412057.487036000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 95 Price: 1571
384, 1473412057.559760000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 95 Price: 1571
385, 1473412058.248029000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 96 Price: 1513
386, 1473412058.472318000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 96 Price: 1513
387, 1473412058.542362000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 96 Price: 1513
388, 1473412058.542412000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 96 Price: 1513
389, 1473412059.212626000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 97 Price: 1508
390, 1473412059.429798000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 97 Price: 1508
391, 1473412059.492992000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 97 Price: 1508
392, 1473412059.494427000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 97 Price: 1508
393, 1473412060.285927000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 98 Price: 1627
394, 1473412060.442313000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 98 Price: 1627
395, 1473412060.445546000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 98 Price: 1627
396, 1473412060.478400000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 98 Price: 1627
397, 1473412061.343889000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 99 Price: 1673
398, 1473412061.435419000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 99 Price: 1673
399, 1473412061.553406000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 99 Price: 1673
400, 1473412061.560179000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 99 Price: 1673
401, 1473412062.132746000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 100 Price: 1662
402, 1473412062.249916000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 100 Price: 1662
403, 1473412062.437744000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 100 Price: 1662
404, 1473412062.539504000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 100 Price: 1662
405, 1473412063.456409000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 101 Price: 1571
406, 1473412063.504498000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 101 Price: 1571
407, 1473412063.515780000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 101 Price: 1571
408, 1473412063.552965000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 101 Price: 1571
409, 1473412064.136147000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 102 Price: 1605
410, 1473412064.269845000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 102 Price: 1605
411, 1473412064.482075000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 102 Price: 1605
412, 1473412064.522885000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 102 Price: 1605
413, 1473412065.437550000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 103 Price: 1548
414, 1473412065.455942000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 103 Price: 1548
415, 1473412065.528172000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 103 Price: 1548
416, 1473412065.598285000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 103 Price: 1548
417, 1473412066.372703000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 104 Price: 1541
418, 1473412066.500154000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 104 Price: 1541
419, 1473412066.508886000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 104 Price: 1541
420, 1473412066.509510000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 104 Price: 1541
421, 1473412067.264689000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 105 Price: 1591
422, 1473412067.363798000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 105 Price: 1591
423, 1473412067.507332000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 105 Price: 1591
424, 1473412067.549835000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 105 Price: 1591
425, 1473412068.389303000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 106 Price: 1689
426, 1473412068.394705000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 106 Price: 1689
427, 1473412068.431678000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 106 Price: 1689
428, 1473412068.488622000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 106 Price: 1689
429, 1473412069.216600000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 107 Price: 1559
430, 1473412069.318449000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 107 Price: 1559
431, 1473412069.395623000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 107 Price: 1559
432, 1473412069.501302000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 107 Price: 1559
433, 1473412070.312278000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 108 Price: 1562
434, 1473412070.439245000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 108 Price: 1562
435, 1473412070.576024000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 108 Price: 1562
436, 1473412070.582014000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 108 Price: 1562
437, 1473412071.241369000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 109 Price: 1547
438, 1473412071.308128000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 109 Price: 1547
439, 1473412071.346467000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 109 Price: 1547
440, 1473412071.565279000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 109 Price: 1547
441, 1473412072.339769000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 110 Price: 1533
442, 1473412072.345583000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 110 Price: 1533
443, 1473412072.379513000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 110 Price: 1533
444, 1473412072.554635000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 110 Price: 1533
445, 1473412073.191476000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 111 Price: 1575
446, 1473412073.433642000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 111 Price: 1575
447, 1473412073.529072000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 111 Price: 1575
448, 1473412073.541043000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 111 Price: 1575
449, 1473412074.312458000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 112 Price: 1602
450, 1473412074.467012000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 112 Price: 1602
451, 1473412074.526153000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 112 Price: 1602
452, 1473412074.567339000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 112 Price: 1602
453, 1473412075.238486000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 113 Price: 1578
454, 1473412075.304353000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 113 Price: 1578
455, 1473412075.555056000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 113 Price: 1578
456, 1473412075.559191000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 113 Price: 1578
457, 1473412076.341211000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 114 Price: 1545
458, 1473412076.354453000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 114 Price: 1545
459, 1473412076.384681000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 114 Price: 1545
460, 1473412076.603720000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 114 Price: 1545
461, 1473412077.124382000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 115 Price: 1584
462, 1473412077.363110000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 115 Price: 1584
463, 1473412077.465059000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 115 Price: 1584
464, 1473412077.481387000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 115 Price: 1584
465, 1473412078.346054000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 116 Price: 1687
466, 1473412078.448046000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 116 Price: 1687
467, 1473412078.483522000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 116 Price: 1687
468, 1473412078.501388000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 116 Price: 1687
469, 1473412079.250225000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 117 Price: 1560
470, 1473412079.437933000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 117 Price: 1560
471, 1473412079.561431000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 117 Price: 1560
472, 1473412079.583062000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 117 Price: 1560
473, 1473412080.115489000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 118 Price: 1578
474, 1473412080.317177000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 118 Price: 1578
